   PKT No.	     X	     Y	     Z	Angle(Degree)
0, -0.01, -0.27, 0.26, -0.45
1, -0.13, 0.05, 0.52, -0.12
2, -0.00, -0.20, 0.61, -0.52
3, -0.13, 0.05, 0.80, -0.06
4, -0.56, -0.40, 1.00, -0.82
5, 0.26, -0.16, 1.54, -0.82
6, 0.23, -0.25, 0.94, -0.71
7, 0.04, -0.20, 1.23, -0.94
8, -0.51, -0.41, 2.24, -0.71
