   PKT No.	     X	     Y	     Z	Angle(Degree)
0, -0.00, 0.00, -0.00, -0.00
1, -0.09, 0.21, -0.10, -0.60
2, -0.10, 0.28, -0.09, -1.06
3, -0.33, 0.40, 0.05, -1.58
4, -0.10, 0.24, -0.08, -0.94
5, -0.74, 0.26, -0.09, -0.59
6, -1.07, 0.54, -0.06, -1.32
7, -0.99, 0.20, -0.11, -0.43
8, -1.00, 0.41, -0.07, -0.98
9, -1.12, 0.12, -0.14, -1.84
